,בעלי זכות בחירה,מצביעים,העבודה,אור,מפד”ל,יהדות התורה,בל”ד,התנועה הירוקה מימד,חד”ש,גמלאים,ישראל חזקה,איחוד לאומי,הישראלים,לב,ניצולי השואה ובוגרי עלה ירוק,קדימה,ישראל ביתנו,ליכוד,מרצ,ישראל המתחדשת,אחריות,לזוז,לוחמי חברה מאוחדים,רע”מ,כח להשפיע,מהפך בחינוך,ברית עולם,זכויות הגבר במשפחה,צומת,צבר,דעם,עלה ירוק,כוח הכסף,לידר,הירוקים,ש”ס
כפר המכבי,264,177,76,0,0,0,0,2,1,0,0,0,0,0,0,79,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
כפר הנגיד,704,513,107,0,4,0,0,2,1,4,1,7,0,0,0,237,29,89,19,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,3,4
כפר הנוער הדתי,63,32,0,0,7,1,0,0,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
כפר הנשיא,617,342,128,0,2,0,0,11,0,0,0,3,0,0,0,119,6,20,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
כפר הס,825,647,213,0,2,0,0,12,2,6,2,2,0,0,0,269,21,56,55,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0
"כפר הרא""ה",603,499,9,0,221,5,0,20,0,0,1,85,0,0,0,20,9,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"כפר הרי""ף",463,353,61,0,3,0,0,7,0,5,0,2,0,0,0,152,24,68,16,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,8
כפר ויתקין,1183,906,308,0,4,0,0,17,6,2,0,0,0,1,1,399,21,63,64,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,6
כפר ורבורג,645,505,137,0,9,0,0,7,0,4,2,6,0,0,0,207,32,81,15,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0
כפר ורדים,4205,3071,607,0,32,5,1,68,19,11,9,41,0,0,0,1364,173,363,302,1,1,0,0,0,0,0,0,0,0,0,0,12,0,0,17,33
כפר זיתים,345,218,20,0,20,3,0,0,0,1,0,20,0,0,0,28,19,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
"כפר חב""ד",3008,1960,1,0,13,118,0,2,0,0,1,1400,0,0,1,1,21,170,2,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,1,200
כפר חושן,444,300,97,0,10,2,0,0,0,0,0,11,0,0,0,35,26,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
כפר חיטים,390,265,77,0,2,1,0,6,0,1,1,3,0,0,0,88,11,50,7,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,14
כפר חיים,413,318,116,0,1,0,0,6,2,1,1,3,0,0,0,117,11,35,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3
כפר חנניה,274,204,17,0,9,5,0,4,1,1,1,25,0,0,0,56,15,49,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
כפר חסידים א',484,363,30,0,49,14,0,3,0,2,0,35,0,0,0,95,23,77,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
כפר חסידים ב',125,92,6,0,14,2,0,1,0,1,0,8,0,0,0,22,9,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
כפר חרוב,271,173,26,0,0,0,0,4,2,0,0,2,0,0,0,94,25,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
כפר טרומן,451,402,73,0,1,1,0,2,0,3,8,3,0,0,0,141,30,108,13,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,11
כפר יאסיף,6137,4115,45,0,2,2,1584,0,1880,1,18,5,0,0,1,90,34,16,34,0,0,0,1,326,2,0,0,0,4,0,3,1,0,1,2,1
כפר ידידיה,439,357,112,1,1,0,0,11,2,2,0,2,0,0,0,161,10,13,29,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,3,2
כפר יהושע,562,457,165,0,2,0,0,10,4,1,1,3,0,0,0,184,12,33,36,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
כפר יונה,10790,7117,709,0,128,46,2,46,11,28,22,126,1,0,4,2635,635,1879,129,4,0,3,0,1,37,0,3,4,2,8,5,20,3,0,42,506
כפר יחזקאל,541,437,149,0,1,0,0,5,2,0,2,1,0,0,0,186,16,52,13,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,1
כפר יעבץ,458,328,11,0,29,11,0,3,0,1,2,23,0,0,0,37,10,128,9,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,53
כפר כמא,2065,535,141,0,1,0,12,1,7,1,3,0,0,0,0,214,9,2,57,0,0,1,0,37,0,0,1,1,0,1,0,4,0,0,0,6
כפר כנא,10269,5964,15,2,0,12,2358,0,1746,3,2,3,2,0,1,39,12,56,53,0,0,6,0,1463,11,0,0,1,9,2,6,1,0,3,4,87
כפר מונש,624,471,118,0,2,0,0,6,1,0,2,3,0,0,0,193,13,69,49,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,2,1
כפר מימון,362,316,3,0,104,0,0,3,0,0,0,99,0,0,0,10,8,72,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15
"כפר מל""ל",283,222,55,0,1,1,0,2,1,0,1,1,0,0,0,93,6,35,20,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0
כפר מנדא,8229,5607,110,0,0,0,1369,0,1324,0,3,3,2,0,2,59,2,11,8,0,0,0,1,1836,2,0,0,3,5,0,133,0,4,3,0,578
כפר מנחם,628,455,86,0,0,0,8,13,23,0,2,0,1,0,0,131,7,17,154,1,0,0,0,2,0,0,0,0,2,0,0,4,0,0,1,0
כפר מסריק,490,373,110,0,0,0,0,7,0,2,1,0,0,0,1,99,5,9,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
כפר מצר,1286,580,67,0,0,0,170,0,25,0,0,3,0,0,0,56,1,2,3,0,0,0,0,187,0,0,0,0,0,2,0,2,1,0,0,44
כפר מרדכי,363,290,84,0,3,1,0,3,0,3,2,3,0,0,0,131,9,19,24,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0
כפר נטר,591,484,101,1,2,0,0,6,2,2,1,2,0,0,0,237,20,63,26,0,0,1,0,0,2,0,0,0,2,1,0,4,0,0,6,1
כפר סאלד,422,285,139,0,2,0,0,12,2,1,1,2,0,0,1,82,7,7,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0
כפר סבא,68488,46490,6879,17,1128,207,7,431,126,252,144,973,9,3,41,16491,4105,10448,2023,11,9,4,9,8,55,0,9,9,12,62,18,192,12,10,253,2109
כפר סילבר,98,61,14,0,1,0,0,1,0,1,0,2,0,0,0,21,6,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
כפר סירקין,756,600,121,0,4,4,0,10,4,5,2,7,0,0,0,291,17,90,20,0,0,0,1,0,1,0,0,0,2,2,0,1,0,0,8,7
כפר עזה,619,450,69,0,1,0,0,5,7,0,2,2,0,0,0,293,9,20,36,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1
כפר עציון,367,292,8,0,127,0,0,15,2,0,0,25,0,0,0,9,2,88,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
כפר פינס,306,261,1,0,132,1,0,2,0,4,0,48,0,0,0,3,9,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
כפר קאסם,10071,7397,47,0,1,0,854,9,1627,1,1,1,2,0,2,153,3,28,1004,1,0,1,0,3595,2,0,0,1,4,1,0,1,0,1,1,11
כפר קיש,265,182,43,0,2,2,0,5,0,0,1,1,0,0,1,74,12,19,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,8
כפר קרע,9150,6363,56,0,13,0,3566,5,986,0,21,5,1,0,0,116,2,8,46,0,0,2,0,1340,2,0,1,3,7,3,89,0,3,2,1,37
כפר ראש הנקרה,730,515,191,0,0,0,0,9,2,1,1,5,0,0,0,180,29,56,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4
כפר רוזנואלד (זרע,198,119,33,0,0,0,0,1,0,0,0,1,0,0,0,17,7,39,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,17
כפר רופין,395,267,121,1,0,0,0,6,2,0,1,2,0,0,1,78,10,16,23,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0
כפר רות,187,128,17,0,3,0,0,7,0,2,0,9,0,0,0,37,6,35,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5
כפר שמאי,253,153,14,0,12,5,0,1,0,2,0,10,0,0,0,17,5,53,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,28
כפר שמואל,500,401,93,0,3,0,0,11,1,3,0,4,0,0,0,144,20,83,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,8
כפר שמריהו,1643,1085,205,3,4,2,0,8,5,4,1,13,1,0,2,528,33,167,87,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3
כפר תבור,2071,1463,348,0,27,1,0,9,2,9,4,25,0,0,1,553,88,272,57,0,0,0,0,0,0,0,0,0,0,2,0,8,1,0,12,38
כפר תפוח,488,382,1,1,26,0,1,1,0,1,0,246,0,0,0,1,10,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,33
כרכום,403,288,70,0,2,1,0,6,1,2,0,2,0,0,0,122,20,44,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2
כרם בן זמרה,321,231,19,0,18,1,0,2,1,0,0,16,0,0,0,29,31,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21
כרם יבנה (ישיבה),173,152,0,0,55,11,0,0,0,0,0,72,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"כרם מהר""ל",468,374,72,0,11,2,0,42,3,3,0,5,0,0,0,131,19,50,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0
כרם שלום,76,28,3,0,0,0,0,0,0,0,0,2,0,0,0,9,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
כרמי יוסף,1406,1064,230,0,4,1,1,23,8,1,6,15,0,0,0,462,31,178,91,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,4
כרמי צור,324,275,0,0,65,3,0,0,0,0,0,164,0,0,0,0,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
כרמיאל,38864,23494,1805,5,301,393,47,98,116,65,38,310,3,3,10,5837,7413,5087,360,20,5,6,6,29,20,0,4,4,19,35,23,110,8,11,74,776
כרמיה,424,270,25,0,6,0,0,0,1,2,0,7,0,0,0,93,32,42,49,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,5
כרמל,234,196,0,0,24,2,0,0,0,0,0,150,0,0,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
לבון,247,183,38,0,0,1,0,7,0,0,0,2,0,0,0,79,7,27,14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
לביא,503,399,4,0,179,0,0,8,0,0,0,68,0,0,0,27,9,82,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,12
לבנים,266,184,33,0,2,0,0,3,0,0,1,18,0,0,1,53,23,35,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,5
להב,341,239,35,0,0,0,0,2,1,0,0,0,0,0,0,51,5,8,131,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0
להבות הבשן,439,303,43,0,2,0,0,8,7,0,1,0,0,0,1,89,13,9,122,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
להבות חביבה,296,198,39,0,0,0,0,2,1,1,1,0,0,0,0,60,12,8,68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
להבים,4134,3035,655,0,31,1,1,29,13,11,15,24,0,0,0,1202,202,614,153,0,0,0,0,4,1,0,1,0,0,3,1,13,1,0,19,34
לוד,50723,28094,1223,9,625,137,1012,46,667,133,30,1070,16,6,10,3789,6031,6543,192,39,10,20,6,1860,29,0,8,15,24,37,27,85,11,13,53,3699
לוזית,232,134,24,0,1,11,0,0,0,0,0,3,0,0,0,1,11,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59
לוחמי הגיטאות,427,296,140,0,1,0,0,2,0,2,0,2,0,0,0,89,7,16,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
לוטם,250,174,34,0,0,0,0,19,7,0,0,2,0,0,0,54,10,13,27,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
לוטן,132,84,3,0,0,2,0,20,0,1,0,3,0,0,0,37,3,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
לימן,453,335,55,0,6,1,0,2,0,0,1,2,0,0,0,155,39,57,7,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,4
לכיש,402,334,125,0,3,0,1,9,0,3,0,3,0,0,0,99,12,30,41,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
לפיד,1342,1054,168,0,17,3,0,16,5,0,1,17,0,0,0,423,44,255,65,0,1,0,0,0,0,0,0,1,1,1,1,7,0,0,2,19
לפידות,128,93,50,0,0,1,0,1,0,1,0,1,0,0,0,7,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
לקיה,4516,2013,10,0,0,1,527,0,32,0,4,3,4,0,0,4,3,19,2,0,0,4,0,1320,1,0,1,2,5,3,2,0,0,6,2,8
מאור,605,442,63,0,32,0,0,7,0,2,3,15,0,0,0,153,24,92,23,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,19
מאיר שפיה,95,40,5,0,0,0,0,0,0,0,0,0,0,0,0,15,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
מבוא ביתר,279,180,16,1,6,0,0,6,0,2,1,2,0,0,0,56,14,64,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
מבוא דותן,223,124,0,0,10,0,0,0,0,0,0,25,0,0,0,29,19,34,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
מבוא חורון,591,540,0,0,54,22,0,2,0,0,0,363,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57
מבוא חמה,332,201,32,1,5,1,0,8,1,0,0,3,0,0,0,91,19,11,21,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,1
מבוא מודיעים,165,99,0,0,1,2,0,7,0,0,0,26,0,0,0,3,0,46,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7
מבועים,674,454,71,0,6,0,0,2,1,1,5,3,0,0,0,114,56,152,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,28
מבטחים,344,200,68,0,2,0,0,0,0,0,0,2,0,0,1,26,36,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
מבקיעים,239,158,13,0,1,0,0,0,0,2,0,0,0,0,0,54,23,49,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,11
מבשרת ציון,17495,11982,1849,0,262,37,2,192,78,60,15,345,1,2,7,3325,674,3439,762,11,1,0,0,4,12,0,1,2,0,15,4,27,2,1,40,722
מג'דל שמס,388,81,3,0,1,0,0,0,0,0,0,0,0,0,0,12,39,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14
מגאר,11868,4365,844,2,108,7,302,6,1017,3,4,4,3,1,1,525,311,336,49,3,0,2,1,511,2,0,3,2,6,4,10,14,4,2,2,163
מגדים,630,482,60,0,11,2,0,5,0,2,1,27,0,0,0,168,38,95,10,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,54
מגדל,1056,619,31,0,26,2,2,1,0,4,1,31,0,0,0,101,60,192,7,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,155
מגדל העמק,19674,11628,586,2,134,124,3,25,7,35,9,415,5,2,11,1942,3186,3055,64,1,4,0,5,7,6,0,2,3,4,45,18,45,1,3,27,1624
מגדל עוז,226,160,0,0,65,0,0,2,0,0,0,45,0,0,0,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
מגדלים,91,51,0,0,0,0,0,1,0,0,0,4,0,0,0,7,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
מגידו,414,332,66,0,0,0,0,11,3,0,0,2,0,0,0,124,26,27,59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,10
מגל,500,404,110,0,2,2,0,7,4,2,0,3,0,0,0,197,4,16,44,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,2,0
מגן,410,304,45,0,0,0,0,2,4,2,3,0,0,0,0,88,5,5,141,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,1,0
מגן שאול,271,160,25,0,1,1,0,3,0,0,0,1,0,0,0,24,32,66,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
מגשימים,555,424,68,0,1,2,0,3,1,0,5,5,0,0,0,179,20,104,17,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,7,3
מדרך עוז,394,265,14,0,12,7,1,3,0,0,0,2,0,0,0,63,32,83,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41
מדרשת בן גוריון,714,532,133,0,5,0,0,77,15,2,2,6,0,0,0,147,16,46,76,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,1,0
מודיעין-מכבים-רעו,42244,31971,4487,4,1559,118,5,632,55,103,64,897,3,0,19,10958,2208,8348,1234,13,5,10,1,1,22,0,4,2,1,31,3,79,6,0,165,744
מודיעין עילית,15679,13635,1,0,32,9870,0,3,0,1,0,257,0,0,0,7,15,140,1,0,0,0,0,0,2,0,2,0,0,0,0,3,1,0,1,3239
מולדת,629,472,142,0,2,1,0,9,0,1,1,4,0,0,0,214,21,45,27,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
מוצא עילית,625,411,103,0,5,0,0,20,12,4,0,5,0,0,0,133,17,53,52,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2
מוקייבלה,1684,929,3,0,1,0,189,0,155,0,0,2,5,0,0,2,1,41,1,0,0,0,0,501,0,0,0,0,0,0,1,0,0,0,0,15
מורן,181,133,36,0,3,0,0,3,0,0,0,2,0,0,0,58,4,11,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
מורשת,551,463,1,0,238,3,0,1,0,0,0,110,0,0,0,3,1,86,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,15
מזור,689,536,91,1,5,1,0,6,4,5,4,7,0,0,1,233,30,104,19,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,13,6
מזכרת בתיה,6707,4791,761,0,120,16,0,88,4,7,14,79,0,0,4,1705,346,1144,187,2,2,0,0,0,1,0,1,2,0,6,2,18,0,0,23,220
מזרע,665,467,140,0,0,1,0,6,1,1,0,0,0,0,0,119,11,16,160,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,2,1
מזרעה,2234,1284,6,0,1,0,375,0,501,2,0,2,2,0,0,23,3,2,62,0,0,2,0,258,1,0,0,0,1,1,4,2,0,5,3,7
מחולה,262,200,1,0,77,1,0,2,0,0,0,37,0,0,0,5,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
מחנה טלי,162,117,22,0,6,0,0,3,0,0,0,4,0,0,0,50,7,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
מחנה יוכבד,107,54,7,0,1,0,0,0,0,0,0,1,0,0,0,29,3,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
מחנה יפה,194,127,25,0,7,0,0,0,1,0,0,1,0,0,0,54,7,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
מחנה תל נוף,178,109,14,0,9,0,0,1,0,0,0,3,0,0,0,52,2,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
מחניים,333,226,79,0,0,2,0,5,2,0,2,2,0,0,0,66,20,7,33,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0
מחסיה,265,177,13,0,11,9,0,1,0,0,1,6,0,0,0,15,3,75,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39
מטולה,1224,773,115,0,13,5,0,19,7,0,6,7,0,0,0,324,64,132,48,0,0,0,1,0,0,0,0,0,0,3,0,6,1,1,11,6
מטע,404,273,30,0,4,3,0,16,9,2,2,2,0,0,0,67,14,75,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,23
מי עמי,198,282,30,0,5,0,0,10,3,0,0,5,0,0,0,77,63,45,26,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,13
מיטב,326,217,15,0,13,2,0,0,0,0,0,10,0,0,0,22,18,104,3,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,24
מייסר,931,355,11,0,0,1,125,0,38,0,0,0,1,0,0,2,1,1,9,0,0,0,0,158,0,0,0,0,0,0,0,0,1,0,0,1
מירב,210,186,2,0,81,0,0,2,0,0,0,21,0,0,0,3,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
מירון,359,235,1,0,67,22,0,1,0,1,0,62,0,0,0,5,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
מישר,404,324,89,0,4,0,0,4,1,0,2,9,0,0,0,111,7,59,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4
מיתר,5076,3730,583,3,197,7,0,48,4,18,32,169,0,0,1,1306,293,808,146,0,0,0,0,4,1,0,0,1,0,1,4,13,1,0,15,62
מכורה,113,74,3,0,1,0,0,2,0,0,0,0,0,0,0,34,7,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
מכמורת,986,661,181,4,5,1,0,23,5,2,0,8,0,1,1,259,23,65,65,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,4,5
מכמנים,203,154,35,0,4,0,0,12,1,4,2,1,0,0,0,61,4,11,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
מלאה,224,167,11,0,7,0,0,0,0,0,0,1,0,0,0,30,13,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38
מלילות,212,143,14,0,13,5,0,0,0,0,0,3,0,0,0,8,7,70,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,20
מלכיה,361,240,85,0,2,0,0,1,0,1,0,0,0,0,1,75,19,14,33,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3
מנוחה,279,183,14,0,8,2,0,0,0,0,0,4,0,0,0,13,16,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
מנוף,436,317,81,0,2,1,0,16,4,1,0,0,0,0,0,140,8,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
מנות,241,177,28,0,3,0,0,1,0,2,0,0,0,0,0,46,14,61,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,14
מנחמיה,891,525,56,0,3,1,0,4,1,1,0,32,0,0,0,143,49,180,8,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,3,36
מנרה,200,125,65,0,0,0,0,4,0,0,0,0,0,0,0,35,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
מנשית זבדה,563,331,6,0,0,0,11,0,13,1,0,0,0,1,0,43,3,1,46,0,1,0,0,193,0,0,0,1,2,1,0,1,2,1,0,0
מסד,344,246,111,0,4,2,0,2,0,0,0,0,0,0,0,82,15,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
מסדה,240,155,58,0,0,0,0,3,0,0,0,1,0,0,1,56,15,8,8,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0
מסילות,487,296,66,0,1,0,0,3,0,0,0,2,0,0,0,103,7,3,102,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,3
מסילת ציון,520,402,71,1,4,2,0,6,1,0,0,2,0,0,0,163,16,83,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25
מסלול,308,212,50,0,1,1,0,5,0,1,0,1,0,0,0,60,16,50,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20
מסעדה,144,78,3,0,0,0,0,0,0,0,0,0,0,0,0,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41
מסעודין אל-עזאזמה,4400,1296,6,0,0,1,9,2,6,1,1,1,0,1,6,23,5,7,5,1,2,0,1,1108,0,0,4,3,1,4,4,3,7,4,10,20
מעברות,721,554,79,0,3,0,0,7,7,1,1,2,0,0,0,160,8,15,259,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2
מעגלים,664,469,18,0,40,0,0,0,0,0,1,101,0,0,0,12,15,180,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,100
מעגן,295,178,61,1,1,0,0,2,0,0,5,0,0,0,1,62,8,17,3,0,0,0,0,0,1,0,2,0,0,0,0,4,0,0,6,0
מעגן מיכאל,1306,927,411,0,4,0,0,33,4,3,4,7,0,0,1,257,21,22,129,0,0,0,0,0,1,0,1,0,0,1,0,14,0,0,8,1
מעוז חיים,438,283,137,1,1,0,0,6,0,2,0,0,1,0,0,82,11,15,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
מעון,192,151,0,0,23,0,0,0,0,0,0,109,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
מעונה,459,345,106,0,6,1,0,3,1,0,0,0,0,0,0,70,28,86,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34
מעטפות כפולות,186919,186919,20709,63,6479,5399,984,2236,1739,587,366,7942,54,17,465,39003,24524,46405,5980,65,57,42,22,1391,301,0,50,74,108,909,113,2526,70,82,1843,13786
מעיליא,2116,1344,45,0,1,0,602,0,354,1,0,0,0,0,2,178,61,4,45,1,0,0,0,1,3,0,0,0,1,0,0,5,1,1,3,4
מעין ברוך,338,219,98,0,0,0,0,6,0,2,0,1,0,0,1,73,5,10,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
מעין צבי,539,364,153,0,2,0,0,6,1,2,0,3,0,0,0,125,9,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
מעלה אדומים,22714,15071,459,1,700,113,1,53,13,44,14,1344,0,1,10,1884,2255,6645,87,12,4,1,2,0,5,0,2,0,3,22,2,42,4,2,42,1151
מעלה אפרים,1210,594,22,0,8,1,1,6,0,6,0,60,0,0,0,145,107,176,7,1,0,0,0,0,0,0,0,0,0,2,0,9,0,1,7,26
מעלה גלבוע,226,184,11,0,53,0,0,13,0,0,0,31,1,0,0,25,2,41,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
מעלה גמלא,330,198,35,0,7,0,0,5,0,0,0,3,0,0,0,95,19,18,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
מעלה החמישה,399,235,84,0,2,0,0,6,1,0,0,3,0,0,0,86,6,14,28,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
מעלה לבונה,310,226,0,0,11,2,0,0,0,0,0,150,0,0,0,0,8,40,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,11
